order_id,customer_id,order_date,status,total_amount,discount_pct
O0001461,C00483,31/03/2024,pending,2435.12,5.0
O0001691,C00363,07/05/2024,completed,,15.0
O0000042,C00219,10/01/2023,completed,1144.58,0.0
O0000068,C00399,2022-06-17,cancelled,117.19,0.0
O0001825,C00130,06/03/2024,shipped,983.88,15.0
O0000896,C00381,18/06/2023,cancelled,1930.95,20.0
O0000409,C00227,2022-09-29,shipped,-926.63,10.0
O0001381,C00238,2022-01-13,refunded,441.67,
O0000830,C00169,2024-05-13,shipped,1020.02,0.0
O0000165,C00200,2024-04-13,pending,979.16,0.0
O0001830,C00488,2022-09-02,shipped,1100.19,15.0
O0000950,C00355,22/02/2022,completed,6.42,25.0
O0001737,C00330,14/06/2022,cancelled,1561.46,0.0
O0000288,C00317,20/05/2023,shipped,762.09,0.0
O0001410,C00343,2022-03-29,pending,2460.66,0.0
O0001961,C00496,2022-03-22,refunded,2476.31,25.0
O0000407,C00317,09/02/2023,refunded,1076.41,25.0
O0000699,C00158,2022-06-29,refunded,2104.76,0.0
O0001719,C00356,03/01/2022,refunded,1769.63,15.0
O0000897,C00089,2023-05-28,pending,1765.26,0.0
O0000204,C00372,11/10/2022,shipped,338.07,20.0
O0001594,C00399,2022-12-13,completed,83.76,25.0
O0001675,C00079,15/06/2022,refunded,1735.78,0.0
O0001897,C00490,2022-02-19,shipped,1555.57,5.0
O0001160,C00321,27/11/2022,pending,1475.17,15.0
O0000803,C00084,30/01/2022,shipped,1267.45,0.0
O0000032,C00176,2022-05-29,cancelled,923.39,0.0
O0001334,C00174,2022-10-22,completed,1909.36,5.0
O0001904,C00137,2024-04-19,shipped,273.32,25.0
O0001987,C00371,17/12/2023,shipped,2471.93,0.0
O0000182,C00083,2023-08-05,shipped,2128.34,20.0
O0000078,C00199,2022-04-09,shipped,370.63,10.0
O0000960,,2022-10-09,completed,,10.0
O0001696,C00399,02/05/2024,completed,73.81,25.0
O0000394,C00168,2022-01-29,refunded,373.64,
O0000025,C00092,2022-07-22,pending,2069.46,0.0
O0001004,C00234,05/11/2023,pending,1459.83,10.0
O0000014,C00404,2024-03-05,completed,338.8,
O0000929,C00425,28/02/2023,shipped,387.13,0.0
O0000454,C00150,2022-04-17,cancelled,1325.29,0.0
O0000924,C00039,2023-01-23,pending,2328.27,20.0
O0001113,C00071,2023-10-25,refunded,184.2,25.0
O0000768,C00433,2024-03-12,shipped,1715.95,0.0
O0000376,C00298,2024-01-22,refunded,957.78,15.0
O0000222,C00448,2023-02-08,cancelled,342.53,0.0
O0000605,C00399,2022-09-04,cancelled,1605.34,0.0
O0001695,C00315,2022-12-01,refunded,1088.15,0.0
O0000665,C00205,2023-05-21,pending,368.57,5.0
O0000290,C00338,2023-09-05,completed,1266.87,25.0
O0000965,C00495,2023-07-08,cancelled,2080.91,0.0
O0000723,C00149,2023-05-16,shipped,986.1,15.0
O0001351,C00370,2023-05-19,shipped,46.05,20.0
O0000397,C00037,2022-04-28,cancelled,2047.66,0.0
O0000057,C00259,12/04/2023,pending,891.43,15.0
O0000124,C00044,03/04/2022,completed,1415.46,15.0
O0001266,C00154,27/11/2023,cancelled,184.36,0.0
O0001030,C00424,08/12/2023,cancelled,1461.29,20.0
O0001315,C00497,2023-07-01,completed,1777.3,0.0
O0000145,C00173,2022-05-21,cancelled,220.47,20.0
O0001928,C00236,2024-01-01,refunded,-19.32,10.0
O0001390,C00166,2023-08-24,pending,624.05,25.0
O0001713,C00112,2022-02-18,refunded,747.55,5.0
O0001356,C00500,2022-02-17,completed,266.36,25.0
O0000347,C00065,08/08/2022,completed,794.0,25.0
O0000707,C00287,2023-08-17,completed,2035.1,0.0
O0001580,C00450,2022-11-14,refunded,1632.12,15.0
O0001892,C00107,11/02/2024,completed,1230.16,10.0
O0000248,C00489,28/06/2022,cancelled,853.94,10.0
O0000030,C00359,2022-09-10,shipped,2351.18,15.0
O0001219,C00159,29/06/2024,pending,1464.07,
O0000752,C00261,07/03/2023,shipped,986.39,0.0
O0001541,C00304,07/12/2023,refunded,345.58,0.0
O0001963,C00143,10/10/2022,cancelled,2024.1,25.0
O0001889,C00413,2024-04-23,pending,1843.11,5.0
O0000105,C00146,07/08/2023,completed,832.03,25.0
O0000245,C00413,2022-07-18,cancelled,1510.0,
O0001521,C00245,04/01/2024,shipped,116.58,15.0
O0001489,C00423,2023-05-15,shipped,1155.17,20.0
O0001587,C00005,2022-08-03,completed,142.67,15.0
O0001730,C00237,2023-07-11,shipped,384.11,25.0
O0001426,C00288,2022-07-09,shipped,1378.44,0.0
O0001085,C00213,2024-05-03,pending,2402.11,0.0
O0000240,C00245,17/04/2024,refunded,264.82,5.0
O0001510,C00214,2022-11-08,completed,,20.0
O0000325,C00430,2023-08-27,refunded,736.97,15.0
O0000177,C00031,04/11/2023,shipped,1067.15,0.0
O0000652,C00265,04/04/2023,completed,1377.57,
O0001331,C00492,2022-09-22,cancelled,386.66,20.0
O0001855,C00480,2022-03-06,cancelled,-2184.8,10.0
O0001932,,02/10/2023,cancelled,1752.53,15.0
O0001268,C00478,2023-08-15,refunded,1709.91,25.0
O0000212,C00170,2022-10-15,pending,1738.52,0.0
O0001566,C00284,2024-03-20,cancelled,1038.99,0.0
O0001230,C00096,2023-07-09,completed,1746.27,0.0
O0001448,C00176,09/03/2024,shipped,1232.52,0.0
O0000214,C00455,19/02/2022,cancelled,1236.24,5.0
O0000661,C00335,29/09/2022,cancelled,1709.28,0.0
O0000021,C00440,2023-06-19,completed,1744.7,15.0
O0000156,C00063,2024-06-19,refunded,2297.68,0.0
O0000306,C00132,2023-07-12,cancelled,1419.49,10.0
O0001544,C00167,2022-11-24,refunded,1019.82,10.0
O0000703,C00134,06/10/2023,shipped,1341.06,0.0
O0000542,C00276,2022-01-16,completed,682.88,0.0
O0000167,C00341,2022-09-19,shipped,1255.52,0.0
O0001358,C00063,2023-05-28,refunded,1636.77,10.0
O0000262,C00356,2022-08-10,cancelled,1650.37,0.0
O0001364,C00029,2023-04-01,completed,590.33,25.0
O0000926,C00252,2024-04-25,pending,1008.18,15.0
O0001098,C00066,2022-12-03,pending,337.88,5.0
O0000766,C00183,2023-02-12,shipped,156.85,20.0
O0001846,C00462,2023-05-27,completed,878.45,0.0
O0000871,C00400,2023-06-29,pending,294.33,15.0
O0001902,C00280,2023-01-02,pending,403.45,0.0
O0001686,C00061,29/03/2023,cancelled,1175.05,0.0
O0001621,C00114,2022-08-25,pending,102.28,10.0
O0001398,C00099,2024-03-17,pending,1036.76,10.0
O0000142,C00426,2022-03-04,refunded,1310.94,20.0
O0001556,C00155,2024-04-15,refunded,1649.42,15.0
O0001605,C00344,2023-01-25,refunded,1154.3,20.0
O0001826,C00106,2023-02-28,pending,1722.85,0.0
O0000941,C00145,02/02/2022,completed,483.01,0.0
O0001813,C00469,2023-01-23,cancelled,2495.26,0.0
O0001688,C00499,2023-03-08,refunded,-2396.85,0.0
O0000259,,17/01/2022,completed,1280.62,0.0
O0001302,C00334,11/06/2024,completed,92.19,5.0
O0001698,C00013,2024-06-23,cancelled,876.83,5.0
O0000271,C00401,2024-01-28,pending,1441.7,0.0
O0001878,C00101,2022-11-24,completed,,0.0
O0000398,C00368,2023-05-05,refunded,19.6,0.0
O0000636,C00287,2024-05-18,pending,1224.96,0.0
O0001654,C00038,2023-10-17,pending,882.38,25.0
O0000080,C00242,2022-12-12,pending,2419.93,10.0
O0001090,C00184,11/10/2023,pending,299.35,25.0
O0001743,,02/08/2023,cancelled,1843.62,0.0
O0000524,C00369,07/03/2023,completed,1278.54,15.0
O0000007,C00422,30/01/2022,pending,1011.17,25.0
O0001073,C00383,2023-12-30,pending,1134.36,15.0
O0000822,C00010,2022-06-13,completed,372.67,10.0
O0001683,C00084,23/04/2024,cancelled,1044.76,15.0
O0001267,C00323,2023-09-04,refunded,1628.05,15.0
O0001852,C00001,2023-12-29,cancelled,1060.66,5.0
O0000704,C00233,2023-06-17,shipped,2396.27,10.0
O0000170,C00202,2023-09-01,completed,2213.48,0.0
O0001504,C00236,2022-05-05,shipped,241.34,15.0
O0001670,C00133,2022-02-04,cancelled,1128.22,0.0
O0000392,C00259,2023-09-14,pending,963.6,15.0
O0000749,C00269,2023-11-30,completed,1899.92,0.0
O0000807,C00231,2024-01-02,cancelled,1821.25,25.0
O0001207,C00327,07/11/2023,refunded,1831.56,0.0
O0001437,C00315,2023-02-20,pending,689.51,10.0
O0001821,C00253,2022-04-30,completed,2166.23,5.0
O0001189,C00443,02/01/2022,completed,907.35,10.0
O0001154,C00491,2022-01-15,shipped,1335.78,10.0
O0000994,,2023-09-24,pending,153.31,15.0
O0000841,C00415,2022-05-09,pending,1073.35,5.0
O0001804,C00294,2022-06-10,cancelled,1964.84,0.0
O0001960,C00114,22/10/2023,shipped,856.63,25.0
O0001485,C00202,2023-06-03,completed,917.84,20.0
O0001403,C00052,2023-04-22,refunded,474.51,5.0
O0000648,C00299,2023-03-07,completed,603.62,10.0
O0000475,C00415,30/10/2022,cancelled,1219.36,0.0
O0000114,C00064,2024-02-29,shipped,15.89,0.0
O0000879,C00383,2022-04-03,refunded,1632.47,0.0
O0001736,C00486,11/12/2022,completed,1140.94,25.0
O0000567,C00244,2023-01-07,pending,1235.21,20.0
O0001296,C00394,17/05/2024,shipped,247.83,20.0
O0001434,C00339,2023-04-11,shipped,2364.12,10.0
O0001898,C00156,2023-06-02,shipped,-823.6,0.0
O0000625,C00379,2023-05-28,shipped,804.35,0.0
O0000662,C00442,12/04/2024,refunded,305.18,25.0
O0000627,C00081,2023-10-17,completed,399.83,25.0
O0000142,C00426,2022-03-04,refunded,1310.94,20.0
O0001241,C00287,20/03/2022,shipped,626.31,0.0
O0001340,C00498,2022-12-26,shipped,2278.89,0.0
O0000801,C00304,2024-06-16,pending,322.7,15.0
O0001242,C00281,2024-02-16,completed,1572.39,15.0
O0001006,C00313,2023-06-06,completed,1782.26,10.0
O0000700,C00046,2023-11-11,shipped,48.15,
O0001103,C00256,2024-02-29,refunded,1384.11,0.0
O0001887,C00253,2024-05-11,completed,516.46,
O0000992,C00391,2023-08-17,completed,1056.02,10.0
O0001196,C00440,2023-06-13,refunded,671.01,
O0000637,C00287,13/03/2023,completed,2243.29,0.0
O0001279,C00032,2023-02-20,cancelled,582.39,0.0
O0002000,C00133,13/02/2023,pending,945.7,15.0
O0001307,C00411,26/09/2022,refunded,67.75,0.0
O0001659,,2023-04-19,cancelled,1474.2,10.0
O0001105,C00454,2024-03-01,completed,2000.47,0.0
O0001490,C00080,2024-04-19,refunded,820.56,20.0
O0000684,C00277,2023-11-04,shipped,234.21,5.0
O0000112,C00389,2024-06-13,completed,360.72,15.0
O0001599,C00058,01/01/2024,cancelled,2199.68,25.0
O0000795,C00344,2022-11-09,refunded,759.34,20.0
O0001486,C00149,2024-04-08,shipped,1012.93,20.0
O0001499,C00405,2022-01-03,pending,1037.49,10.0
O0000005,C00437,2023-02-02,shipped,1306.68,25.0
O0000858,C00198,2022-09-14,completed,238.64,10.0
O0000900,C00192,2024-06-07,cancelled,507.28,0.0
O0000410,C00021,2023-05-17,completed,2429.08,5.0
O0000031,C00437,19/04/2022,completed,585.67,0.0
O0000209,C00225,09/11/2022,refunded,1246.75,0.0
O0000957,C00247,06/07/2022,completed,1489.04,
O0000402,,2022-01-24,pending,879.17,25.0
O0000954,C00271,21/08/2023,pending,1733.86,0.0
O0000470,C00065,2024-02-03,pending,383.46,0.0
O0001074,C00122,2023-07-29,cancelled,1688.62,20.0
O0000046,C00417,2024-03-19,shipped,1304.83,0.0
O0001656,C00440,2024-06-28,completed,411.55,10.0
O0001473,C00394,2023-01-27,cancelled,762.22,20.0
O0000469,C00496,2022-05-23,cancelled,1860.9,25.0
O0001492,C00286,2023-05-06,completed,2186.13,0.0
O0001661,C00214,2023-06-30,pending,1703.63,0.0
O0000732,C00186,2022-12-09,completed,1777.7,0.0
O0001636,C00490,25/03/2024,cancelled,244.99,0.0
O0000361,C00492,2023-03-08,cancelled,-161.59,10.0
O0000183,C00282,2023-10-09,shipped,2341.01,10.0
O0000568,C00341,2023-01-22,completed,424.0,0.0
O0000253,C00290,24/06/2024,shipped,215.44,10.0
O0001431,C00178,2024-06-11,refunded,1623.37,0.0
O0000782,C00238,17/07/2023,completed,2419.25,20.0
O0001651,C00328,2023-08-21,refunded,1313.63,20.0
O0000995,C00373,05/11/2023,completed,1846.33,0.0
O0001071,C00070,2022-10-13,completed,827.46,15.0
O0001421,C00143,09/05/2024,completed,1880.44,0.0
O0000125,C00421,2022-11-05,pending,476.0,0.0
O0001747,C00048,16/05/2023,shipped,-2173.42,0.0
O0001343,C00153,2023-11-22,pending,1135.23,0.0
O0001379,C00400,2023-02-01,cancelled,1287.52,25.0
O0000979,C00376,2022-02-02,shipped,353.07,20.0
O0000265,C00053,2024-02-07,completed,761.61,10.0
O0001016,C00300,09/06/2023,cancelled,1618.47,5.0
O0000942,C00163,14/02/2022,completed,1722.62,20.0
O0000203,C00416,2024-04-26,shipped,360.43,10.0
O0001056,C00229,2023-03-30,shipped,,20.0
O0000919,C00071,10/01/2022,shipped,1490.34,15.0
O0000703,C00134,06/10/2023,shipped,1341.06,0.0
O0000024,C00013,2023-07-07,cancelled,686.53,15.0
O0001741,C00478,2024-06-20,completed,1204.38,0.0
O0000867,C00235,29/05/2022,shipped,1120.13,20.0
O0001935,C00410,2023-02-18,pending,2304.87,5.0
O0001665,C00043,31/12/2023,shipped,256.64,
O0001610,C00237,2022-11-26,cancelled,2377.23,25.0
O0000502,C00196,2023-12-03,completed,976.92,10.0
O0000694,C00006,2023-05-20,shipped,2432.16,10.0
O0000122,C00329,29/03/2024,refunded,2298.3,10.0
O0000798,C00208,2023-02-24,cancelled,809.19,0.0
O0000975,C00142,06/06/2023,pending,993.98,0.0
O0001468,C00462,2024-05-24,shipped,2236.21,25.0
O0000086,C00094,15/05/2022,cancelled,1297.11,0.0
O0001215,C00217,2022-06-12,refunded,275.21,15.0
O0000383,C00385,03/02/2023,cancelled,1915.77,0.0
O0000137,C00431,2022-10-17,shipped,1464.94,0.0
O0001549,C00438,2024-06-24,pending,877.58,5.0
O0001841,C00350,2023-08-30,refunded,-679.72,20.0
O0001167,C00081,13/02/2024,shipped,659.81,0.0
O0000121,C00066,2023-04-18,pending,414.81,0.0
O0001347,C00189,2024-06-07,completed,274.13,20.0
O0001657,C00306,2022-03-22,shipped,1067.12,15.0
O0001921,C00262,13/06/2022,cancelled,2498.9,0.0
O0001816,C00019,2023-01-28,pending,1739.12,5.0
O0000722,C00285,2022-06-05,shipped,2101.46,0.0
O0000288,C00317,20/05/2023,shipped,762.09,0.0
O0001885,C00050,02/01/2022,refunded,1641.82,0.0
O0001404,C00150,2022-08-27,shipped,242.75,0.0
O0000302,C00359,2024-05-10,pending,1901.38,0.0
O0001664,C00287,21/06/2024,completed,1457.28,0.0
O0000350,C00106,19/04/2024,pending,1560.82,10.0
O0001877,C00083,2022-02-22,cancelled,-2438.88,0.0
O0000921,C00345,2022-07-30,shipped,-1613.78,20.0
O0000510,C00206,2022-09-16,shipped,2386.99,15.0
O0000819,C00262,2024-02-26,completed,1940.62,5.0
O0001094,C00341,2023-04-16,cancelled,345.18,25.0
O0001408,C00062,06/07/2023,refunded,1964.83,25.0
O0001084,C00490,2023-12-17,pending,945.32,25.0
O0000633,C00071,2022-09-10,pending,532.8,15.0
O0001774,C00125,24/12/2023,cancelled,2214.94,25.0
O0000624,C00158,2023-02-13,cancelled,1780.78,
O0001835,C00298,06/05/2024,completed,2279.43,0.0
O0000203,C00416,2024-04-26,shipped,360.43,10.0
O0000541,C00204,01/02/2023,refunded,2498.8,0.0
O0000277,C00225,2023-02-23,shipped,1977.08,0.0
O0000388,C00022,25/01/2024,cancelled,367.62,10.0
O0001880,C00045,2024-03-11,shipped,796.3,25.0
O0000486,C00100,2022-11-23,cancelled,,0.0
O0000089,C00098,2023-08-19,refunded,1791.75,0.0
O0001901,C00081,2023-07-25,completed,1179.59,10.0
O0001213,C00437,2023-04-18,completed,1937.88,0.0
O0000404,C00458,28/05/2024,shipped,63.7,10.0
O0001305,C00210,2022-12-15,pending,594.33,0.0
O0001848,,2022-12-17,completed,1277.5,0.0
O0001330,C00392,2022-05-15,cancelled,1913.92,0.0
O0001749,C00344,19/07/2023,shipped,2058.5,
O0001617,C00139,31/03/2022,refunded,1563.26,15.0
O0000948,,2022-12-11,shipped,638.94,0.0
O0000085,C00332,2022-09-16,shipped,814.39,25.0
O0001036,,2024-04-25,cancelled,1924.16,0.0
O0000264,C00213,2023-10-22,shipped,-2241.23,0.0
O0001728,C00074,13/08/2023,refunded,629.0,0.0
O0000333,C00161,2023-10-15,pending,1895.5,0.0
O0001150,C00341,2024-03-06,pending,1083.57,20.0
O0001101,C00061,05/03/2024,refunded,2391.5,10.0
O0000865,C00114,2023-11-18,cancelled,1866.39,15.0
O0001950,C00394,2024-04-12,cancelled,729.36,20.0
O0000918,C00293,2024-06-13,cancelled,2357.84,0.0
O0001739,C00051,2023-09-18,completed,716.53,
O0000548,C00470,2024-04-15,cancelled,1653.34,10.0
O0001938,C00482,2022-09-08,refunded,2270.57,0.0
O0000529,C00329,2023-02-07,completed,938.36,0.0
O0000920,C00375,2023-12-16,cancelled,565.72,15.0
O0001644,C00415,2023-01-27,cancelled,-829.64,
O0001663,,27/11/2022,shipped,631.01,20.0
O0001570,C00121,2023-03-14,completed,2121.29,25.0
O0001291,C00162,2023-12-15,refunded,1582.39,5.0
O0000233,C00281,2023-12-29,completed,1829.19,
O0000573,C00291,2022-07-03,cancelled,2489.02,5.0
O0001690,,2023-03-23,pending,2498.7,20.0
O0001293,C00079,13/10/2022,shipped,1711.02,15.0
O0001525,C00024,2023-12-01,refunded,330.97,
O0001909,C00144,2023-10-13,completed,1344.5,0.0
O0000326,C00261,26/09/2023,cancelled,1300.69,15.0
O0000824,C00149,14/03/2024,shipped,636.77,5.0
O0001529,C00121,29/06/2024,cancelled,1184.83,25.0
O0000316,C00378,07/09/2022,cancelled,793.0,5.0
O0001022,C00028,2022-10-04,shipped,2473.4,0.0
O0000820,C00497,12/03/2024,shipped,1804.74,25.0
O0000638,C00220,2024-04-12,completed,749.05,20.0
O0001116,C00390,25/08/2023,pending,1621.07,0.0
O0000212,C00170,2022-10-15,pending,1738.52,0.0
O0001144,C00321,2023-12-02,refunded,2039.56,0.0
O0000364,,2022-06-25,cancelled,,5.0
O0000612,C00496,2023-06-19,completed,1428.95,5.0
O0000874,C00180,2023-05-07,cancelled,982.92,0.0
O0001840,C00215,2023-06-15,pending,277.66,15.0
O0000256,C00117,2022-08-24,refunded,12.64,20.0
O0000680,C00016,2023-01-25,pending,456.48,15.0
O0001197,C00302,2024-04-12,cancelled,1590.0,5.0
O0000280,C00004,2022-04-30,completed,1032.08,0.0
O0001883,C00407,24/02/2022,pending,942.98,20.0
O0000227,C00084,2022-12-03,refunded,1824.53,25.0
O0001910,C00109,2023-07-24,completed,487.61,0.0
O0001752,C00189,2024-06-15,shipped,776.4,15.0
O0001822,C00218,2022-10-05,pending,753.29,0.0
O0000569,C00386,2023-08-01,refunded,313.15,
O0000583,C00055,2022-10-09,pending,607.49,15.0
O0000788,C00414,2023-09-25,cancelled,1571.62,5.0
O0000783,C00476,14/11/2023,refunded,1606.92,25.0
O0001625,,05/06/2022,completed,915.66,0.0
O0001995,C00049,26/02/2023,completed,133.84,15.0
O0000778,C00147,2023-12-30,completed,521.53,25.0
O0001479,C00145,24/12/2023,cancelled,2312.81,0.0
O0001008,C00233,2022-12-04,shipped,972.69,0.0
O0000292,C00228,2023-07-22,shipped,2466.54,0.0
O0001149,C00413,2022-07-23,shipped,-2245.88,5.0
O0001575,C00289,2022-05-19,pending,-1102.18,0.0
O0000432,C00368,2023-11-27,shipped,176.06,25.0
O0000494,C00333,2023-05-01,refunded,492.76,0.0
O0000352,C00421,2022-06-08,completed,1044.67,5.0
O0001263,C00105,10/05/2023,cancelled,2249.06,0.0
O0001606,C00456,21/06/2024,shipped,89.75,25.0
O0001849,C00279,2024-01-25,shipped,1011.32,0.0
O0000563,C00244,2024-01-17,refunded,874.52,25.0
O0001017,C00290,24/04/2024,completed,1267.36,0.0
O0001299,C00086,2022-07-02,cancelled,2370.95,0.0
O0000382,C00248,20/03/2022,cancelled,2160.24,0.0
O0001762,C00273,2022-07-02,shipped,2214.56,0.0
O0000731,C00454,2024-05-12,shipped,321.53,0.0
O0001415,C00353,2023-04-22,pending,1183.33,10.0
O0000334,C00391,2022-11-28,pending,1581.01,0.0
O0001417,C00485,17/07/2023,shipped,,15.0
O0001571,C00329,2024-03-06,pending,2236.98,
O0001805,C00460,2022-12-04,cancelled,845.93,10.0
O0000969,C00496,02/08/2023,refunded,667.27,0.0
O0000202,C00179,2023-10-16,pending,1783.65,0.0
O0001899,C00413,2023-11-01,pending,1653.73,0.0
O0001873,C00092,2022-11-23,shipped,1587.53,0.0
O0001978,C00233,2023-01-18,refunded,1887.07,5.0
O0001602,C00399,2022-12-01,pending,816.37,20.0
O0001427,C00056,2022-06-11,refunded,74.65,0.0
O0000658,C00358,2022-12-15,shipped,281.72,0.0
O0001823,C00388,26/05/2022,completed,1940.81,15.0
O0000503,C00135,2022-11-01,refunded,1800.62,25.0
O0001799,C00021,07/01/2023,shipped,1568.49,25.0
O0000435,C00182,2023-09-12,completed,461.94,25.0
O0001481,C00252,2023-03-28,cancelled,1011.04,0.0
O0000102,C00120,2022-07-22,cancelled,1649.99,0.0
O0000663,C00067,05/04/2024,pending,,0.0
O0000616,C00346,20/05/2023,cancelled,1990.96,25.0
O0001062,C00304,2022-06-18,completed,540.49,0.0
O0001221,C00215,2023-12-03,pending,799.37,10.0
O0000095,C00088,2022-10-14,shipped,671.0,5.0
O0001388,C00005,06/09/2023,shipped,73.22,15.0
O0001929,C00040,2022-11-17,refunded,1805.92,
O0001596,C00356,2022-06-12,shipped,-2115.91,0.0
O0001887,C00253,2024-05-11,completed,516.46,
O0000453,C00371,2024-02-07,cancelled,2416.36,20.0
O0000777,C00053,2022-01-18,shipped,2068.25,20.0
O0000834,,18/07/2022,completed,1095.97,0.0
O0000184,C00111,21/08/2022,cancelled,1990.51,0.0
O0000619,C00456,22/09/2023,cancelled,691.53,0.0
O0000615,C00114,03/03/2022,cancelled,655.17,15.0
O0000575,C00232,2023-04-27,shipped,1296.43,10.0
O0000689,C00225,2022-07-02,pending,507.88,0.0
O0001844,C00387,2023-11-29,shipped,1664.94,0.0
O0000614,C00181,16/04/2022,refunded,2306.22,5.0
O0000996,C00212,2022-11-01,completed,1954.71,0.0
O0000221,C00387,2023-08-07,refunded,314.43,20.0
O0000698,C00227,2022-07-15,refunded,1369.76,5.0
O0000550,C00468,21/08/2022,refunded,2016.52,20.0
O0000208,C00050,2022-05-07,shipped,1330.91,0.0
O0001687,C00130,2022-09-29,refunded,,0.0
O0001172,C00189,2023-10-26,pending,1015.77,0.0
O0001198,C00108,2022-06-10,shipped,319.83,25.0
O0001165,C00468,28/02/2024,refunded,1942.01,0.0
O0001178,C00153,28/06/2023,shipped,510.75,0.0
O0000534,C00233,2022-04-23,completed,1266.61,0.0
O0001432,C00319,2023-04-24,pending,1705.86,25.0
O0000673,C00490,2022-10-16,refunded,2050.36,0.0
O0001370,C00414,15/06/2023,completed,1594.39,15.0
O0001876,C00240,2023-02-03,cancelled,316.83,
O0001214,C00090,2022-03-09,pending,629.38,0.0
O0000711,C00142,2024-03-18,cancelled,2095.01,0.0
O0000244,C00042,11/09/2023,pending,2439.86,0.0
O0001564,C00126,2023-11-30,refunded,-2295.46,10.0
O0001132,C00323,17/11/2022,completed,1282.02,
O0001397,C00072,2023-12-11,pending,998.79,0.0
O0000487,C00077,2023-09-20,refunded,856.05,15.0
O0000163,C00283,2024-02-02,refunded,1906.06,5.0
O0001070,C00373,2022-09-14,refunded,1728.05,
O0001828,C00496,2022-03-20,shipped,394.46,0.0
O0001893,C00326,27/04/2024,shipped,1841.5,0.0
O0001321,C00070,2022-02-15,shipped,681.43,0.0
O0001669,C00422,2024-05-20,pending,525.69,5.0
O0001593,C00323,2023-01-29,pending,386.91,20.0
O0000664,,02/04/2024,shipped,50.24,20.0
O0001324,C00122,2022-02-04,refunded,1964.67,25.0
O0001158,C00456,04/12/2023,shipped,1446.29,15.0
O0001492,C00286,2023-05-06,completed,2186.13,0.0
O0000234,C00063,2023-04-04,completed,1774.64,10.0
O0000437,C00341,2022-03-14,shipped,1862.89,5.0
O0000161,C00141,2022-11-10,cancelled,734.71,25.0
O0001815,C00332,2023-04-17,pending,-861.66,0.0
O0000875,C00196,2022-05-18,pending,1177.0,20.0
O0000680,C00016,2023-01-25,pending,456.48,15.0
O0001319,C00447,18/05/2024,shipped,737.09,0.0
O0000196,C00393,2023-01-12,refunded,729.32,0.0
O0001679,,2024-06-08,pending,1550.67,25.0
O0001352,C00464,2023-02-03,completed,707.98,15.0
O0000117,C00269,2023-11-25,refunded,,5.0
O0001310,C00429,2024-02-08,completed,2127.95,0.0
O0000844,C00112,2023-08-16,pending,1779.22,25.0
O0001631,C00262,2022-11-29,pending,1042.5,0.0
O0000571,C00061,23/08/2022,pending,1004.8,15.0
O0001108,C00092,19/03/2022,pending,605.02,25.0
O0001613,C00236,2022-04-09,cancelled,1004.75,20.0
O0000737,C00341,2022-12-23,cancelled,585.12,15.0
O0001193,C00356,2022-06-30,completed,2410.84,25.0
O0001011,C00130,2023-05-26,pending,1181.73,15.0
O0001530,C00086,2023-07-21,refunded,1933.6,25.0
O0000843,,2023-09-27,completed,1124.61,0.0
O0001757,C00360,03/01/2024,completed,505.76,5.0
O0001979,C00372,2022-07-29,refunded,1955.66,15.0
O0000884,C00211,19/01/2023,refunded,1448.51,0.0
O0000275,C00334,2022-06-09,refunded,418.0,0.0
O0001301,C00173,09/05/2022,completed,772.98,15.0
O0000751,C00161,2024-06-07,refunded,670.94,15.0
O0000866,C00469,2023-04-19,pending,1219.26,0.0
O0001555,,2022-07-01,shipped,836.61,15.0
O0001155,C00401,2024-03-17,shipped,-1219.99,0.0
O0001304,C00115,2023-09-23,cancelled,1932.56,15.0
O0001579,C00102,2022-02-25,refunded,105.48,5.0
O0001211,C00171,2022-03-17,completed,2113.23,0.0
O0000263,C00220,2022-05-14,completed,713.59,0.0
O0001871,C00129,2024-02-09,completed,1294.68,
O0000990,C00188,10/02/2022,cancelled,1451.65,0.0
O0000555,C00171,2023-02-22,cancelled,421.16,0.0
O0001125,C00363,26/02/2022,pending,1405.24,0.0
O0000818,C00132,2024-04-08,completed,2058.43,25.0
O0000100,C00160,2022-12-07,completed,,5.0
O0000649,C00252,2023-10-29,completed,288.2,10.0
O0000539,C00100,2023-02-09,refunded,2422.44,10.0
O0001952,C00297,2023-01-30,pending,-1346.64,5.0
O0001640,C00329,2022-04-07,completed,562.37,0.0
O0001506,C00121,2024-01-08,pending,2387.41,15.0
O0000311,C00015,2022-11-28,shipped,2310.69,25.0
O0000747,C00445,2022-02-23,pending,2486.52,0.0
O0001957,C00031,2022-08-07,refunded,2319.93,5.0
O0001766,C00025,2023-03-16,pending,184.69,10.0
O0001118,C00379,2024-01-10,pending,1542.39,0.0
O0001095,C00277,2022-08-09,completed,55.95,25.0
O0000536,C00043,2024-02-05,shipped,404.02,0.0
O0000734,C00152,20/05/2023,pending,1925.63,0.0
O0000260,C00269,2023-10-28,cancelled,1916.25,20.0
O0001922,C00339,14/11/2023,shipped,1260.99,0.0
O0000780,C00201,2023-09-13,cancelled,1425.44,20.0
O0001458,C00096,2023-10-05,refunded,2121.22,5.0
O0001091,C00300,2023-05-26,completed,2118.39,20.0
O0000418,C00276,26/01/2023,refunded,122.58,15.0
O0000413,C00369,2022-06-26,pending,-374.34,20.0
