item_id,order_id,product_id,quantity,unit_price,category
I000000424,O0000150,P0110,1,19.05,toys
I000003625,O0001232,P0448,1,9.46,sports
I000000438,O0000154,P0113,7,3.0,beauty
I000001827,O0000621,P0428,1,26.91,food_drink
I000005192,O0001756,P0282,2,380.46,electronics
I000002898,O0000975,P0478,7,54.41,beauty
I000004121,O0001404,P0395,9,151.74,clothing
I000000383,O0000134,P0014,8,212.92,sports
I000003175,O0001079,P0342,7,423.26,home_garden
I000001969,O0000668,P0036,2,242.11,books
I000005126,O0001736,P0363,3,292.55,home_garden
I000000532,O0000185,P0429,1,133.85,beauty
I000002281,O0000776,P0291,4,482.82,books
I000004710,O0001602,P0460,9,127.73,food_drink
I000001230,O0000416,P0339,3,474.27,toys
I000002776,O0000933,P0307,4,103.55,beauty
I000003788,O0001288,P0131,5,443.2,books
I000002653,O0000895,P0236,7,393.69,home_garden
I000000721,O0000251,P0395,3,145.25,clothing
I000002987,O0001006,P0380,3,490.46,clothing
I000003376,O0001143,P0232,2,88.28,toys
I000005139,O0001739,P0467,1,160.96,beauty
I000003973,O0001357,P0320,4,445.74,food_drink
I000005306,O0001794,P0226,1,357.23,toys
I000006148,O_GHOST_37068,P0443,9,157.1,clothing
I000001265,O0000428,P0355,8,223.93,electronics
I000001113,O0000379,P0207,9,325.33,food_drink
I000005763,O0001937,P0305,6,127.6,electronics
I000003711,O0001263,P0081,9,491.83,beauty
I000002994,O0001010,P0009,3,450.85,home_garden
I000003857,O0001313,P0398,2,485.07,clothing
I000002685,O0000908,P0429,9,487.03,food_drink
I000004116,O0001403,P0113,3,15.17,food_drink
I000003407,O0001150,P0438,7,265.24,clothing
I000005839,O0001959,P0082,1,138.33,toys
I000006044,O_GHOST_39333,P0032,3,337.79,home_garden
I000006101,O_GHOST_34191,P0358,2,353.42,electronics
I000004753,O0001613,P0376,9,410.32,clothing
I000004556,O0001549,P0314,3,218.32,beauty
I000000116,O0000045,P0421,3,79.24,
I000004297,O0001468,P0345,6,4.58,electronics
I000002069,O0000698,P0171,3,286.61,electronics
I000006105,O_GHOST_24226,P0480,5,35.23,beauty
I000003267,O0001110,P0183,4,395.66,beauty
I000001397,O0000473,P0441,5,141.59,food_drink
I000000009,O0000003,P0154,5,50.12,toys
I000000742,O0000258,P0205,5,435.89,home_garden
I000000356,O0000124,P0240,5,155.8,clothing
I000003355,O0001137,P0104,9,44.6,electronics
I000003988,O0001362,P0234,6,225.61,
I000005172,O0001748,P0471,3,30.34,electronics
I000003061,O0001037,P0251,9,152.39,books
I000005731,O0001930,P0352,2,384.51,toys
I000003624,O0001232,P0028,8,417.04,
I000005162,O0001746,P0410,6,299.44,books
I000002226,O0000754,P0386,8,137.39,electronics
I000001702,O0000578,P0154,8,236.79,books
I000002537,O0000856,P0350,4,177.5,beauty
I000005565,O0001876,P0041,9,24.47,electronics
I000001123,O0000383,P0320,5,246.7,sports
I000004061,O0001385,P0425,4,26.18,clothing
I000005538,O0001868,P0429,9,389.25,food_drink
I000004749,O0001613,P0200,4,464.87,food_drink
I000003155,O0001072,P0129,1,342.23,electronics
I000004426,O0001504,P0066,2,119.16,clothing
I000002412,O0000819,P0051,4,399.4,home_garden
I000006195,O_GHOST_92049,P0201,7,410.44,food_drink
I000005270,O0001784,P0340,8,413.59,toys
I000005729,O0001929,P0212,8,255.44,
I000003145,O0001068,P0037,7,325.48,beauty
I000000938,O0000320,P0355,4,277.06,home_garden
I000004732,O0001608,P0022,4,458.62,home_garden
I000000926,O0000316,P0019,8,449.74,food_drink
I000004341,O0001482,P0430,4,7.9,home_garden
I000001330,O0000450,P0016,1,361.98,toys
I000001164,O0000395,P0082,5,219.1,home_garden
I000004072,O0001389,P0242,7,499.16,sports
I000004326,O0001477,P0431,4,365.66,beauty
I000004769,O0001619,P0080,6,24.49,beauty
I000005299,O0001792,P0204,7,356.64,home_garden
I000001706,O0000580,P0303,9,98.87,beauty
I000000195,O0000070,P0411,9,79.08,home_garden
I000002513,O0000849,P0274,4,141.3,sports
I000000537,O0000186,P0292,8,404.36,food_drink
I000005935,O0001988,P0189,7,176.82,home_garden
I000004303,O0001470,P0430,3,481.53,clothing
I000002635,O0000888,P0169,1,73.27,electronics
I000000958,O0000325,P0058,9,176.73,electronics
I000006175,O_GHOST_55907,P0450,4,366.61,sports
I000000836,O0000289,P0408,1,403.89,home_garden
I000003540,O0001203,P0044,7,453.9,food_drink
I000004193,O0001433,P0171,9,426.31,books
I000004232,O0001446,P0011,9,377.63,home_garden
I000006092,O_GHOST_10908,P0413,8,254.62,clothing
I000002676,O0000905,P0197,1,10.99,food_drink
I000005903,O0001978,P0059,6,161.3,sports
I000000374,O0000130,P0013,5,110.28,books
I000004234,O0001447,P0025,1,473.51,sports
I000005691,O0001919,P0139,3,6.77,home_garden
I000003216,O0001094,P0034,8,178.65,toys
I000004800,O0001628,P0184,5,429.49,food_drink
I000001571,O0000534,P0077,1,114.98,food_drink
I000000134,O0000051,P0061,3,231.99,clothing
I000002560,O0000863,P0286,3,87.56,sports
I000001765,O0000601,P0107,3,334.53,
I000005777,O0001941,P0161,5,36.19,food_drink
I000003584,O0001219,P0027,5,137.96,sports
I000003485,O0001178,P0473,2,57.04,food_drink
I000001589,O0000539,P0052,6,464.55,beauty
I000006184,O_GHOST_90429,P0221,9,328.01,electronics
I000000401,O0000142,P0368,6,468.84,food_drink
I000000936,O0000320,P0247,7,495.86,toys
I000000607,O0000213,P0078,8,22.75,books
I000004875,O0001653,P0228,4,470.22,books
I000003753,O0001276,P0384,5,78.28,beauty
I000002191,O0000742,P0106,5,388.35,home_garden
I000001424,O0000483,P0314,3,168.63,
I000001157,O0000393,P0313,8,314.17,sports
I000005612,O0001889,P0009,4,323.13,toys
I000001102,O0000376,P0136,7,333.22,books
I000003591,O0001221,P0356,3,462.26,home_garden
I000001257,O0000424,P0151,5,10.15,beauty
I000005077,O0001721,P0219,5,451.26,home_garden
I000005822,O0001955,P0147,4,341.93,clothing
I000006114,O_GHOST_30215,P0304,7,66.33,home_garden
I000006059,O_GHOST_08350,P0208,1,218.45,toys
I000003867,O0001318,P0474,9,265.14,food_drink
I000003907,O0001333,P0316,2,378.28,beauty
I000001241,O0000418,P0312,3,191.84,electronics
I000003367,O0001141,P0155,3,335.82,home_garden
I000005754,O0001935,P0383,1,489.22,food_drink
I000002008,O0000679,P0243,6,383.91,clothing
I000004245,O0001451,P0226,3,163.68,food_drink
I000001842,O0000625,P0450,3,178.74,toys
I000002909,O0000978,P0488,9,181.46,sports
I000005788,O0001945,P0438,7,310.3,home_garden
I000000040,O0000016,P0059,8,332.66,beauty
I000002724,O0000919,P0376,4,233.45,electronics
I000000143,O0000054,P0451,6,175.54,food_drink
I000005872,O0001968,P0295,9,483.59,electronics
I000005297,O0001791,P0019,6,203.2,electronics
I000003734,O0001270,P0210,1,74.39,books
I000002042,O0000688,P0152,2,484.72,toys
I000000760,O0000265,P0351,6,5.65,beauty
I000002819,O0000948,P0329,4,416.94,books
I000002718,O0000917,P0429,9,482.22,beauty
I000003322,O0001127,P0080,5,321.13,beauty
I000005968,O0001999,P0236,2,131.38,home_garden
I000000738,O0000258,P0081,9,318.03,clothing
I000004179,O0001428,P0465,2,389.67,sports
I000005413,O0001828,P0479,2,233.45,books
I000005450,O0001838,P0390,2,2.16,beauty
I000001618,O0000549,P0455,3,289.97,food_drink
I000005782,O0001942,P0045,8,96.0,clothing
I000002714,O0000916,P0357,7,463.82,toys
I000003953,O0001351,P0399,9,208.76,electronics
I000002471,O0000835,P0116,1,400.39,home_garden
I000002314,O0000785,P0071,9,156.19,beauty
I000005374,O0001819,P0463,7,77.68,sports
I000004133,O0001409,P0158,6,296.37,home_garden
I000005625,O0001894,P0400,4,159.95,sports
I000000025,O0000012,P0099,4,69.43,books
I000002772,O0000932,P0018,4,381.3,clothing
I000006058,O_GHOST_20681,P0351,7,422.54,beauty
I000004624,O0001571,P0008,4,294.08,food_drink
I000004664,O0001586,P0301,8,180.42,sports
I000000723,O0000253,P0434,8,442.47,home_garden
I000003968,O0001356,P0282,4,358.65,beauty
I000002576,O0000867,P0141,6,355.19,books
I000002836,O0000952,P0418,7,301.0,books
I000001595,O0000543,P0119,5,438.14,books
I000000316,O0000110,P0126,6,489.36,clothing
I000005237,O0001772,P0020,5,78.36,toys
I000001789,O0000608,P0219,1,296.52,food_drink
I000000545,O0000192,P0364,8,10.69,toys
I000003241,O0001101,P0270,7,219.83,food_drink
I000003219,O0001095,P0327,9,450.67,clothing
I000001203,O0000408,P0443,3,44.64,
I000001691,O0000573,P0269,3,300.74,clothing
I000003701,O0001258,P0156,9,432.13,sports
I000000190,O0000068,P0344,8,289.0,books
I000002085,O0000704,P0222,2,467.73,books
I000000053,O0000024,P0397,7,424.66,beauty
I000002793,O0000939,P0204,6,292.58,beauty
I000005164,O0001746,P0283,8,263.15,clothing
I000004029,O0001376,P0016,5,208.73,clothing
I000005104,O0001729,P0181,6,195.56,electronics
I000002220,O0000753,P0087,4,17.22,food_drink
I000002226,O0000754,P0386,8,137.39,electronics
I000000962,O0000326,P0174,6,310.73,food_drink
I000001519,O0000516,P0167,8,264.78,home_garden
I000001868,O0000633,P0015,2,489.28,home_garden
I000000713,O0000249,P0493,7,304.48,electronics
I000003228,O0001096,P0399,6,77.51,food_drink
I000002805,O0000943,P0482,4,262.51,home_garden
I000003470,O0001173,P0272,7,279.01,beauty
I000004799,O0001628,P0385,6,153.19,home_garden
I000006051,O_GHOST_65765,P0003,2,282.64,beauty
I000005080,O0001722,P0103,7,36.77,books
I000000298,O0000104,P0496,4,364.59,electronics
I000001641,O0000556,P0054,7,64.29,sports
I000005429,O0001832,P0193,8,477.57,beauty
I000002997,O0001011,P0093,5,321.82,clothing
I000001139,O0000387,P0402,1,136.77,beauty
I000000785,O0000272,P0383,9,34.75,home_garden
I000001747,O0000595,P0486,1,30.58,books
I000000146,O0000054,P0395,2,207.98,food_drink
I000003308,O0001123,P0206,5,165.83,sports
I000001141,O0000388,P0185,3,147.88,food_drink
I000001030,O0000353,P0229,2,378.56,electronics
I000001091,O0000373,P0307,1,123.78,food_drink
I000005276,O0001785,P0452,2,57.22,home_garden
I000000582,O0000203,P0418,3,417.65,toys
I000003807,O0001294,P0297,2,335.94,beauty
I000005184,O0001753,P0357,4,108.89,clothing
I000005437,O0001834,P0397,3,8.94,toys
I000003749,O0001274,P0290,3,446.1,toys
I000003290,O0001119,P0281,6,297.77,electronics
I000003353,O0001135,P0066,9,316.75,electronics
I000004003,O0001368,P0431,2,268.97,
I000003850,O0001311,P0329,7,484.75,sports
I000004150,O0001417,P0097,5,22.15,books
I000004838,O0001641,P0197,8,126.34,toys
I000002774,O0000932,P0104,8,163.4,books
I000001802,O0000613,P0275,3,242.78,electronics
I000000309,O0000108,P0155,8,150.46,toys
I000003321,O0001127,P0396,9,229.37,books
I000002501,O0000845,P0350,6,42.48,beauty
I000005424,O0001831,P0088,5,45.7,sports
I000002897,O0000974,P0442,5,259.63,sports
I000005670,O0001910,P0081,3,309.07,books
I000000891,O0000307,P0425,8,59.44,books
I000005671,O0001910,P0144,6,396.06,sports
I000000779,O0000269,P0366,4,381.25,toys
I000006022,O_GHOST_35488,P0292,7,115.62,sports
I000004338,O0001481,P0328,6,454.85,beauty
I000003445,O0001163,P0171,5,101.51,sports
I000000145,O0000054,P0263,1,305.37,home_garden
I000002133,O0000719,P0339,1,349.03,clothing
I000002024,O0000683,P0207,1,44.52,beauty
I000004600,O0001564,P0204,6,350.46,food_drink
I000003329,O0001128,P0149,8,62.89,home_garden
I000000035,O0000014,P0005,4,436.75,beauty
I000005563,O0001875,P0111,9,250.15,clothing
I000002891,O0000972,P0172,3,214.25,sports
I000001705,O0000579,P0378,7,490.44,home_garden
I000001185,O0000403,P0316,1,281.47,food_drink
I000004476,O0001520,P0351,5,439.43,toys
I000002475,O0000837,P0110,4,265.14,sports
I000002171,O0000734,P0269,3,215.21,sports
I000003313,O0001125,P0442,7,329.32,books
I000001039,O0000358,P0498,6,453.33,sports
I000000375,O0000131,P0478,6,298.14,beauty
I000005802,O0001949,P0385,1,203.62,sports
I000003496,O0001186,P0364,3,27.99,beauty
I000005530,O0001865,P0147,8,21.54,food_drink
I000002033,O0000685,P0308,9,96.01,sports
I000002489,O0000842,P0347,2,464.51,books
I000003279,O0001113,P0257,9,108.83,electronics
I000001558,O0000529,P0405,7,36.38,sports
I000005343,O0001809,P0096,1,112.25,home_garden
I000001221,O0000413,P0480,7,76.4,
I000003398,O0001149,P0041,7,47.84,clothing
I000003162,O0001074,P0449,5,96.26,home_garden
I000005991,O_GHOST_35343,P0321,7,319.68,electronics
I000002791,O0000939,P0339,1,313.8,home_garden
I000001841,O0000625,P0161,8,338.83,books
I000002035,O0000686,P0161,4,301.03,electronics
I000003904,O0001332,P0095,5,422.85,clothing
I000001996,O0000675,P0452,3,146.91,home_garden
I000002527,O0000853,P0411,6,293.99,toys
I000002135,O0000720,P0282,4,444.87,sports
I000002814,O0000947,P0010,6,150.32,food_drink
I000002079,O0000700,P0345,8,277.94,books
I000003965,O0001355,P0490,2,418.55,books
I000004310,O0001471,P0256,5,113.33,toys
I000005328,O0001804,P0159,7,227.8,sports
I000003874,O0001321,P0202,7,78.2,food_drink
I000003431,O0001159,P0097,6,19.78,sports
I000000989,O0000339,P0080,8,265.18,clothing
I000004498,O0001529,P0238,3,212.39,clothing
I000004109,O0001401,P0061,8,456.29,beauty
I000005863,O0001966,P0075,9,193.95,books
I000002121,O0000715,P0130,7,276.39,clothing
I000005409,O0001827,P0453,6,5.8,toys
I000001779,O0000605,P0416,8,349.94,clothing
I000001143,O0000388,P0105,7,302.01,electronics
I000004954,O0001680,P0086,4,377.74,clothing
I000004869,O0001651,P0092,2,201.29,food_drink
I000003196,O0001088,P0152,6,315.31,clothing
I000002000,O0000677,P0069,3,111.83,sports
I000001175,O0000401,P0196,8,166.22,books
I000002288,O0000778,P0295,3,53.72,sports
I000003188,O0001086,P0467,8,101.84,beauty
I000004636,O0001574,P0191,6,118.46,food_drink
I000006109,O_GHOST_44084,P0439,2,349.49,sports
I000002586,O0000871,P0441,5,499.98,toys
I000005258,O0001780,P0253,5,232.86,books
I000001439,O0000489,P0136,5,292.16,beauty
I000002796,O0000940,P0039,1,154.11,home_garden
I000001319,O0000446,P0230,1,156.75,electronics
I000002901,O0000975,P0262,3,281.63,toys
I000004920,O0001666,P0466,9,144.62,beauty
I000003095,O0001049,P0396,5,317.72,books
I000003058,O0001036,P0494,1,10.49,food_drink
I000001491,O0000506,P0092,4,186.98,food_drink
I000000347,O0000122,P0254,9,235.93,clothing
I000000508,O0000179,P0086,8,439.57,beauty
I000003056,O0001035,P0386,6,236.2,books
I000001770,O0000603,P0463,1,180.54,clothing
I000000069,O0000029,P0343,5,444.35,sports
I000000389,O0000136,P0252,4,199.64,toys
I000000313,O0000109,P0263,8,302.53,beauty
I000003430,O0001158,P0267,7,195.74,books
I000002768,O0000930,P0248,5,297.43,electronics
I000001379,O0000466,P0081,2,23.77,food_drink
I000001294,O0000437,P0173,7,75.46,books
I000001008,O0000348,P0407,8,387.22,beauty
I000005048,O0001712,P0035,6,487.62,electronics
I000000951,O0000324,P0379,1,64.61,books
I000000894,O0000307,P0111,8,266.01,beauty
I000000567,O0000199,P0012,2,393.39,food_drink
I000005057,O0001715,P0354,1,424.0,sports
I000000035,O0000014,P0005,4,436.75,beauty
I000004266,O0001457,P0402,2,486.11,clothing
I000002982,O0001003,P0086,9,16.84,home_garden
I000005746,O0001933,P0148,5,182.99,food_drink
I000003053,O0001034,P0170,5,476.56,clothing
I000000976,O0000331,P0463,2,7.17,books
I000005902,O0001977,P0005,2,54.58,food_drink
I000003685,O0001254,P0375,7,300.67,books
I000000529,O0000184,P0045,2,471.44,books
I000000321,O0000111,P0362,8,391.39,toys
I000000102,O0000039,P0087,9,461.29,
I000004106,O0001400,P0089,5,308.04,toys
I000001420,O0000482,P0010,4,35.54,sports
I000001746,O0000594,P0012,8,75.87,home_garden
I000000303,O0000106,P0047,3,192.48,clothing
I000005128,O0001736,P0368,3,395.42,food_drink
I000001007,O0000347,P0124,8,60.25,food_drink
I000004657,O0001584,P0456,8,190.21,beauty
I000005808,O0001951,P0059,3,498.78,sports
I000002639,O0000889,P0079,7,447.88,home_garden
I000002117,O0000714,P0100,9,204.31,food_drink
I000006138,O_GHOST_53132,P0060,4,151.92,beauty
I000003500,O0001187,P0311,5,400.1,toys
I000006102,O_GHOST_59516,P0235,6,126.09,home_garden
I000005320,O0001799,P0234,3,89.87,clothing
I000001119,O0000381,P0322,2,72.95,toys
I000000929,O0000317,P0202,6,161.13,home_garden
I000006196,O_GHOST_43900,P0033,8,414.19,toys
I000000753,O0000262,P0372,5,238.6,food_drink
I000003466,O0001172,P0333,5,211.3,sports
I000004089,O0001393,P0020,5,194.29,home_garden
I000000599,O0000210,P0335,7,331.92,beauty
I000001900,O0000643,P0059,6,69.13,electronics
I000001269,O0000429,P0111,8,361.63,toys
I000005233,O0001771,P0206,4,106.26,beauty
I000002732,O0000921,P0205,3,203.44,toys
I000003573,O0001215,P0383,3,57.03,toys
I000004541,O0001544,P0369,4,262.82,sports
I000003681,O0001252,P0055,3,126.98,clothing
I000004847,O0001644,P0086,5,380.71,sports
I000001160,O0000394,P0046,8,384.16,toys
I000003252,O0001104,P0100,2,255.09,home_garden
I000001637,O0000555,P0420,3,226.65,electronics
I000003668,O0001249,P0448,8,201.6,electronics
I000000191,O0000068,P0351,4,159.51,sports
I000000308,O0000108,P0333,5,453.04,clothing
I000005513,O0001860,P0009,1,119.24,sports
I000001423,O0000482,P0211,1,151.07,
I000001822,O0000619,P0172,6,181.96,sports
I000001086,O0000372,P0450,9,121.38,toys
I000001537,O0000521,P0073,5,391.71,home_garden
I000004359,O0001486,P0196,3,75.91,sports
I000000059,O0000026,P0323,5,324.63,food_drink
I000000464,O0000165,P0358,1,11.38,beauty
I000006136,O_GHOST_49636,P0259,8,332.33,beauty
I000005605,O0001888,P0305,5,242.45,toys
I000002270,O0000770,P0150,8,494.05,beauty
I000001785,O0000608,P0303,5,131.7,books
I000005281,O0001787,P0355,6,255.64,home_garden
I000000421,O0000148,P0173,2,271.24,sports
I000003709,O0001262,P0025,7,43.0,books
I000000930,O0000317,P0418,6,495.97,sports
I000003246,O0001102,P0425,2,306.39,beauty
I000000725,O0000255,P0334,2,66.4,food_drink
I000002965,O0000997,P0300,4,24.87,beauty
I000005594,O0001885,P0458,9,220.16,electronics
I000001886,O0000639,P0462,8,431.94,beauty
I000002086,O0000704,P0101,9,382.02,toys
I000003598,O0001223,P0165,5,415.16,sports
I000005039,O0001709,P0009,7,483.48,electronics
I000004991,O0001692,P0331,6,376.79,sports
I000005465,O0001843,P0186,8,154.3,toys
I000005088,O0001725,P0009,7,414.74,food_drink
I000004511,O0001533,P0077,1,220.51,clothing
I000003499,O0001187,P0165,9,222.47,books
I000005959,O0001996,P0123,3,371.45,sports
I000003825,O0001301,P0421,6,273.49,food_drink
I000001300,O0000439,P0271,3,161.41,food_drink
I000003075,O0001042,P0060,3,158.71,sports
I000002139,O0000721,P0317,9,402.95,electronics
I000000428,O0000151,P0477,9,497.76,clothing
I000002345,O0000793,P0434,4,174.71,books
I000002378,O0000806,P0165,6,32.19,home_garden
I000001363,O0000461,P0019,9,256.11,books
I000001268,O0000429,P0305,7,459.8,
I000001033,O0000355,P0268,3,419.63,beauty
I000005744,O0001932,P0138,1,244.28,books
I000002177,O0000737,P0160,4,443.86,beauty
I000000012,O0000005,P0434,7,212.76,electronics
I000000031,O0000013,P0209,4,425.01,toys
I000004408,O0001500,P0065,3,30.23,food_drink
I000004244,O0001450,P0252,9,367.04,electronics
I000005235,O0001772,P0444,5,346.06,toys
I000005390,O0001823,P0103,7,343.89,home_garden
I000004623,O0001571,P0462,1,242.6,food_drink
I000003693,O0001256,P0403,4,58.31,beauty
I000000411,O0000146,P0156,2,460.66,sports
I000005987,O_GHOST_66084,P0039,3,48.97,toys
I000002946,O0000992,P0416,8,39.49,books
I000005156,O0001744,P0017,7,67.3,clothing
I000003140,O0001066,P0341,9,330.56,
I000005163,O0001746,P0026,1,359.26,books
I000002971,O0000998,P0161,8,122.99,toys
I000002214,O0000750,P0379,5,267.55,sports
I000004986,O0001691,P0202,4,164.71,clothing
I000000805,O0000279,P0439,1,425.09,electronics
I000004796,O0001627,P0418,9,385.82,books
I000004331,O0001478,P0277,3,35.97,sports
I000002168,O0000733,P0469,4,49.8,
I000001625,O0000552,P0075,3,128.2,books
I000002320,O0000786,P0300,3,79.19,beauty
I000001543,O0000523,P0404,8,131.95,home_garden
I000000598,O0000210,P0256,9,319.54,clothing
I000006021,O_GHOST_13502,P0451,7,425.1,sports
I000005923,O0001984,P0336,2,81.54,home_garden
I000004611,O0001567,P0041,9,287.88,home_garden
I000004237,O0001448,P0459,6,81.26,home_garden
I000001221,O0000413,P0480,7,76.4,
I000004987,O0001691,P0385,9,361.51,sports
I000000497,O0000174,P0297,8,450.22,home_garden
I000000402,O0000142,P0316,5,379.87,toys
I000000234,O0000082,P0261,4,348.74,food_drink
I000002762,O0000929,P0012,7,330.49,beauty
I000001138,O0000387,P0130,7,8.59,clothing
I000004721,O0001605,P0065,8,122.82,clothing
I000004114,O0001402,P0088,7,213.05,electronics
I000000395,O0000140,P0312,2,240.23,beauty
I000005838,O0001958,P0385,7,239.43,books
I000000623,O0000218,P0141,1,404.89,books
I000006107,O_GHOST_34688,P0147,9,28.17,food_drink
I000004941,O0001675,P0491,1,339.72,beauty
I000005069,O0001719,P0041,6,69.65,beauty
I000003986,O0001361,P0326,6,413.55,clothing
I000001974,O0000669,P0377,8,422.54,books
I000004406,O0001499,P0030,8,461.43,books
I000000273,O0000095,P0021,3,424.37,books
I000001318,O0000446,P0175,2,241.46,home_garden
I000006087,O_GHOST_60946,P0035,9,226.35,books
I000002377,O0000806,P0192,7,159.79,clothing
I000006121,O_GHOST_22808,P0468,5,344.13,electronics
I000004348,O0001483,P0310,1,495.1,home_garden
I000000124,O0000048,P0451,6,454.61,books
I000000913,O0000313,P0346,1,406.36,clothing
I000001043,O0000359,P0457,4,227.41,home_garden
I000005384,O0001821,P0146,3,299.27,toys
I000002155,O0000725,P0258,6,238.11,beauty
I000000177,O0000065,P0460,5,340.66,electronics
I000002459,O0000832,P0207,8,358.23,books
I000000013,O0000006,P0418,2,361.41,food_drink
I000003535,O0001202,P0088,5,207.32,food_drink
I000001507,O0000511,P0402,1,179.65,books
I000001526,O0000518,P0156,9,284.82,sports
I000005365,O0001815,P0394,3,56.84,electronics
I000002304,O0000782,P0327,2,7.98,books
I000003585,O0001219,P0133,4,169.94,home_garden
I000003423,O0001156,P0392,9,421.69,electronics
I000000490,O0000172,P0414,1,164.69,toys
I000002006,O0000679,P0140,3,297.59,toys
I000000448,O0000157,P0496,1,123.21,toys
I000005023,O0001702,P0292,8,418.81,sports
I000005132,O0001737,P0160,3,347.5,toys
I000002599,O0000877,P0224,9,251.87,sports
I000004262,O0001456,P0285,5,119.43,toys
I000004457,O0001516,P0327,8,51.27,food_drink
I000004442,O0001508,P0066,3,47.85,food_drink
I000005528,O0001865,P0131,7,434.28,clothing
I000001573,O0000534,P0329,2,103.32,
I000003339,O0001132,P0111,3,13.68,beauty
I000004230,O0001446,P0249,8,480.81,sports
I000001400,O0000474,P0151,5,52.35,food_drink
I000004429,O0001505,P0044,3,260.52,toys
I000003265,O0001110,P0389,7,290.98,home_garden
I000000036,O0000014,P0110,1,145.34,clothing
I000001677,O0000567,P0418,2,354.87,sports
I000005897,O0001975,P0204,5,317.93,books
I000000210,O0000075,P0316,3,348.8,toys
I000001855,O0000630,P0315,1,449.17,home_garden
I000005728,O0001929,P0092,5,281.21,food_drink
I000005425,O0001831,P0317,3,204.7,home_garden
I000000619,O0000216,P0264,4,267.94,home_garden
I000002427,O0000823,P0165,9,109.35,books
I000003690,O0001256,P0390,4,163.87,books
I000003815,O0001296,P0224,2,245.71,books
I000000079,O0000033,P0071,1,334.25,clothing
I000004404,O0001499,P0227,1,142.29,toys
I000004269,O0001458,P0161,3,217.76,clothing
I000004850,O0001645,P0044,2,243.35,books
I000003024,O0001021,P0099,9,370.26,
I000002019,O0000682,P0150,3,399.49,toys
I000001126,O0000384,P0295,3,347.21,
I000002128,O0000717,P0366,2,446.69,home_garden
I000001174,O0000400,P0218,4,263.77,toys
I000001387,O0000468,P0193,2,180.37,sports
I000003297,O0001121,P0132,2,230.78,food_drink
I000002857,O0000960,P0175,3,348.5,home_garden
I000005924,O0001985,P0020,2,136.35,sports
I000004879,O0001654,P0460,3,376.86,electronics
I000005953,O0001994,P0299,5,346.29,food_drink
I000001426,O0000483,P0451,3,201.96,books
I000005049,O0001713,P0022,3,488.04,food_drink
I000003679,O0001252,P0419,7,471.65,sports
I000000101,O0000039,P0245,2,448.77,beauty
I000002550,O0000860,P0488,9,424.78,home_garden
I000002275,O0000772,P0463,7,499.25,toys
I000003147,O0001069,P0281,9,456.24,electronics
I000002973,O0000999,P0024,2,440.23,toys
I000003205,O0001091,P0077,4,482.72,food_drink
I000003239,O0001100,P0003,4,391.75,food_drink
I000002522,O0000851,P0489,2,17.95,beauty
I000000902,O0000309,P0245,7,103.15,sports
I000002056,O0000694,P0050,6,276.45,sports
I000004022,O0001373,P0119,7,162.13,electronics
I000004404,O0001499,P0227,1,142.29,toys
I000001492,O0000506,P0024,3,121.61,sports
I000002963,O0000997,P0421,7,169.71,food_drink
I000005108,O0001731,P0146,4,421.68,sports
I000005616,O0001891,P0372,8,341.19,electronics
I000001805,O0000614,P0133,4,263.98,toys
I000005309,O0001796,P0267,8,112.92,clothing
I000001949,O0000661,P0457,4,201.56,toys
I000000556,O0000195,P0038,5,123.94,clothing
I000003583,O0001219,P0404,1,290.29,sports
I000003361,O0001140,P0189,9,227.74,sports
I000000494,O0000173,P0439,9,330.27,electronics
I000002941,O0000991,P0314,5,206.37,beauty
I000000893,O0000307,P0301,2,62.61,clothing
I000004480,O0001523,P0380,7,74.78,food_drink
I000006120,O_GHOST_56020,P0207,3,333.13,electronics
I000001047,O0000361,P0405,7,80.48,food_drink
I000005779,O0001941,P0391,3,343.03,toys
I000006026,O_GHOST_46877,P0146,9,156.0,beauty
I000005591,O0001883,P0157,4,49.5,sports
I000001335,O0000452,P0276,2,359.65,clothing
I000004603,O0001565,P0466,1,34.97,beauty
I000003426,O0001158,P0138,6,279.18,toys
I000000777,O0000269,P0350,8,107.05,beauty
I000004896,O0001659,P0484,8,45.33,books
I000001988,O0000671,P0308,4,382.98,books
I000005386,O0001822,P0449,3,377.19,sports
I000001403,O0000475,P0003,7,387.65,food_drink
I000001688,O0000572,P0453,6,37.61,electronics
I000001098,O0000375,P0211,5,318.35,food_drink
I000000295,O0000102,P0179,2,15.56,food_drink
I000000933,O0000319,P0259,1,263.88,sports
I000001301,O0000439,P0208,8,400.99,home_garden
I000000121,O0000047,P0075,9,211.19,home_garden
I000004586,O0001559,P0054,6,64.35,clothing
I000005402,O0001826,P0335,4,108.2,beauty
I000005570,O0001877,P0017,3,277.81,home_garden
I000001425,O0000483,P0232,4,99.62,books
I000002918,O0000981,P0383,2,441.83,food_drink
I000006079,O_GHOST_31300,P0278,2,310.93,toys
I000002562,O0000863,P0100,7,102.34,books
I000002520,O0000851,P0178,7,300.15,toys
I000000287,O0000100,P0319,8,63.23,electronics
I000000342,O0000119,P0005,5,169.69,beauty
I000000181,O0000066,P0185,6,257.93,books
I000001690,O0000572,P0414,6,488.67,electronics
I000005426,O0001832,P0310,8,377.43,clothing
I000001024,O0000351,P0200,3,225.76,books
I000001168,O0000398,P0224,7,252.04,food_drink
I000000285,O0000099,P0383,8,272.97,books
